player,player_id,position,team_name,grades_offense,snap_counts_block,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Jermon Bushrod,3741,G,MIA,55.7,1011,152.0,2016,1879,Jermon Bushrod,2016,31,1,"$1,500,000",1500000
Zane Beadles,5570,G,SF,55.3,1035,153.0,2016,2071,Zane Beadles,2016,29,3,"$9,750,000",3250000
Graham Glasgow,10729,C,DET,53.7,758,154.0,2016,1852,Graham Glasgow,2016,23,4,"$3,037,920",759480
Germain Ifedi,10665,G,SEA,52.0,926,155.0,2016,1849,Germain Ifedi,2016,21,4,"$8,265,105",2066276
Earl Watford,7898,G,ARZ,49.6,788,156.0,2016,2848,Earl Watford,2016,25,4,"$2,594,864",648716
T.J. Clemmings,9543,T,MIN,46.9,882,157.0,2016,2375,T.J. Clemmings,2016,24,4,"$2,804,955",701239
Cam Erving,9452,C,CLV,46.6,700,158.0,2016,2136,Cam Erving,2016,23,4,"$9,429,065",2357266
Donald Stephenson,7076,T,DEN,44.1,744,159.0,2016,1831,Donald Stephenson,2016,27,3,"$14,000,000",4666667
George Fant,11282,T,SEA,42.7,792,160.0,2016,1848,George Fant,2016,23,3,"$1,640,000",546667
Terron Armstead,7856,T,NO,92.4,931,1.0,2015,3034,Terron Armstead,2015,23,4,"$2,867,436",716859
Joe Thomas,3619,T,CLV,91.5,1106,3.0,2015,3492,Joe Thomas,2015,30,7,"$80,500,000",11500000
Marshal Yanda,3702,G,BLT,91.4,1133,4.0,2015,2304,Marshal Yanda,2015,31,4,"$31,917,647",7979412
Evan Mathis,2296,G,DEN,90.1,991,5.0,2015,2210,Evan Mathis,2015,33,1,"$3,250,000",3250000
T.J. Lang,5032,G,GB,89.6,1174,6.0,2015,3367,T.J. Lang,2015,27,4,"$20,800,000",5200000
Joe Staley,3644,T,SF,87.2,1015,7.0,2015,3224,Joe Staley,2015,27,6,"$44,650,000",7441667
Zack Martin,8651,G,DAL,86.0,1023,8.0,2015,2749,Zack Martin,2015,24,4,"$8,967,800",2241950
Donald Penn,3459,T,LV,83.6,1041,9.0,2015,2520,Donald Penn,2015,31,2,"$9,600,000",4800000
Andrew Whitworth,3000,T,CIN,83.4,1097,10.0,2015,2088,Andrew Whitworth,2015,33,1,"$9,000,000",9000000
Weston Richburg,8678,C,NYG,83.2,1015,11.0,2015,2735,Weston Richburg,2015,23,4,"$4,877,351",1219338
David DeCastro,7640,G,PIT,82.9,1217,12.0,2015,3142,David DeCastro,2015,25,4,"$7,813,898",1953475
Trent Williams,5529,T,WAS,82.8,997,13.0,2015,2391,Trent Williams,2015,27,5,"$68,000,000",13600000
Travis Frederick,7812,C,DAL,82.7,1023,14.0,2015,3045,Travis Frederick,2015,24,4,"$6,870,028",1717507
Jason Peters,2148,T,PHI,82.2,761,15.0,2015,2243,Jason Peters,2015,32,4,"$41,300,000",10325000
Kelechi Osemele,7062,G,BLT,81.2,978,16.0,2015,3243,Kelechi Osemele,2015,25,4,"$3,345,870",836468
Andrew Norwell,9126,G,CAR,81.0,1001,17.0,2015,2434,Andrew Norwell,2015,23,3,"$1,542,000",514000
Trai Turner,8727,G,CAR,80.4,1280,18.0,2015,2718,Trai Turner,2015,21,4,"$2,791,176",697794
Jared Veldheer,5594,T,ARZ,80.1,1196,19.0,2015,2565,Jared Veldheer,2015,27,5,"$35,000,000",7000000
Mike Iupati,5542,G,ARZ,80.1,941,19.0,2015,2329,Mike Iupati,2015,27,5,"$40,000,000",8000000
Duane Brown,4340,T,HST,79.6,909,21.0,2015,3164,Duane Brown,2015,29,6,"$53,400,000",8900000
Jake Matthews,8641,T,ATL,79.3,1128,22.0,2015,2558,Jake Matthews,2015,23,4,"$16,429,501",4107375
Corey Linsley,8796,C,GB,79.3,943,22.0,2015,2488,Corey Linsley,2015,23,4,"$2,405,000",601250
Gabe Jackson,8716,G,LV,79.0,1057,24.0,2015,2539,Gabe Jackson,2015,23,4,"$2,952,789",738197
Mitchell Schwartz,7041,T,CLV,78.9,1106,25.0,2015,3297,Mitchell Schwartz,2015,25,4,"$5,170,840",1292710
Kevin Zeitler,7032,G,CIN,78.8,1115,26.0,2015,3247,Kevin Zeitler,2015,25,4,"$7,544,200",1886050
Justin Pugh,7800,G,NYG,78.8,965,26.0,2015,2919,Justin Pugh,2015,24,4,"$8,345,898",2086475
Ryan Schraeder,8496,T,ATL,78.1,1130,28.0,2015,3013,Ryan Schraeder,2015,26,3,"$1,487,000",495667
Riley Reiff,7029,T,DET,78.0,1073,29.0,2015,3331,Riley Reiff,2015,26,4,"$7,993,700",1998425
Josh Sitton,4449,G,GB,78.0,1281,29.0,2015,3500,Josh Sitton,2015,29,5,"$33,750,000",6750000
Brandon Brooks,7078,G,HST,77.8,1049,31.0,2015,3092,Brandon Brooks,2015,25,4,"$2,800,000",700000
Richie Incognito,2298,G,BUF,77.4,1077,32.0,2015,2351,Richie Incognito,2015,31,1,"$1,100,000",1100000
Logan Mankins,2249,G,TB,77.2,1022,33.0,2015,3521,Logan Mankins,2015,33,6,"$51,000,000",8500000
Russell Okung,5531,T,SEA,77.1,917,34.0,2015,3734,Russell Okung,2015,26,6,"$48,500,000",8083333
Ramon Foster,5229,G,PIT,76.6,1217,35.0,2015,2991,Ramon Foster,2015,29,3,"$5,500,000",1833333
Garrett Reynolds,5080,G,LA,76.6,735,35.0,2015,2216,Garrett Reynolds,2015,27,2,"$2,200,000",1100000
Cordy Glenn,7045,T,BUF,76.5,1061,37.0,2015,3125,Cordy Glenn,2015,25,4,"$4,865,180",1216295
Jack Mewhort,8694,G,IND,76.5,1101,37.0,2015,2556,Jack Mewhort,2015,23,4,"$3,573,801",893450
Brandon Scherff,9438,G,WAS,76.4,1140,39.0,2015,2116,Brandon Scherff,2015,23,4,"$21,215,638",5303910
Chris Chester,3001,G,ATL,76.4,1141,39.0,2015,2147,Chris Chester,2015,32,1,"$2,800,000",2800000
Taylor Lewan,8646,T,TEN,76.3,906,41.0,2015,2711,Taylor Lewan,2015,24,4,"$11,485,004",2871251
Mike Pouncey,6167,C,MIA,76.1,791,42.0,2015,2331,Mike Pouncey,2015,25,5,"$44,750,000",8950000
Morgan Moses,8701,T,WAS,76.1,1102,42.0,2015,2654,Morgan Moses,2015,24,4,"$3,172,576",793144
David Bakhtiari,7891,T,GB,76.0,1025,44.0,2015,2831,David Bakhtiari,2015,23,4,"$2,615,400",653850
Ryan Kalil,3675,C,CAR,75.9,1195,45.0,2015,3568,Ryan Kalil,2015,30,6,"$49,116,000",8186000
Joe Berger,2424,C,MIN,75.8,1083,46.0,2015,2253,Joe Berger,2015,32,2,"$2,155,000",1077500
Ali Marpet,9494,G,TB,75.8,822,46.0,2015,2081,Ali Marpet,2015,22,4,"$3,773,586",943397
Matt Paradis,8841,C,DEN,75.7,1304,49.0,2015,2310,Matt Paradis,2015,25,1,"$435,000",435000
Tim Lelito,8189,G,NO,75.4,952,50.0,2015,3039,Tim Lelito,2015,25,3,"$1,490,000",496667
James Carpenter,6177,G,NYJ,75.3,1106,51.0,2015,2234,James Carpenter,2015,25,4,"$19,100,000",4775000
Derek Newton,6366,T,HST,75.1,1232,52.0,2015,2191,Derek Newton,2015,27,5,"$26,500,000",5300000
Andrew Tiller,7169,G,SF,74.9,621,53.0,2015,2087,Andrew Tiller,2015,24,2,"$1,110,000",555000
Chance Warmack,7791,G,TEN,74.8,829,54.0,2015,2802,Chance Warmack,2015,23,4,"$12,166,652",3041663
Lane Johnson,7786,T,PHI,74.8,1158,54.0,2015,2940,Lane Johnson,2015,25,4,"$19,853,103",4963276
Ben Jones,7099,C,HST,74.7,1252,56.0,2015,3088,Ben Jones,2015,25,4,"$2,581,448",645362
Anthony Castonzo,6174,T,IND,74.7,894,56.0,2015,2092,Anthony Castonzo,2015,27,4,"$43,812,000",10953000
Geoff Schwartz,4555,G,NYG,74.6,668,58.0,2015,2545,Geoff Schwartz,2015,28,4,"$16,800,000",4200000
Spencer Long,8713,G,WAS,74.5,903,59.0,2015,2702,Spencer Long,2015,24,4,"$2,863,800",715950
John Greco,4379,G,CLV,74.2,892,60.0,2015,2906,John Greco,2015,30,4,"$6,420,000",1605000
Jeremy Zuttah,4397,C,BLT,74.2,610,60.0,2015,2579,Jeremy Zuttah,2015,28,3,"$12,250,000",4083333
Kyle Long,7801,T,CHI,74.2,1076,60.0,2015,2934,Kyle Long,2015,26,4,"$8,300,952",2075238
Jason Kelce,6343,C,PHI,74.1,1158,63.0,2015,2571,Jason Kelce,2015,27,6,"$37,500,000",6250000
Nick Mangold,2974,C,NYJ,74.0,935,64.0,2015,3547,Nick Mangold,2015,30,7,"$54,075,000",7725000
Matt Slauson,5117,G,CHI,74.0,1077,64.0,2015,2637,Matt Slauson,2015,28,4,"$12,800,000",3200000
Andy Levitre,4974,G,ATL,73.9,1128,66.0,2015,2769,Andy Levitre,2015,28,6,"$46,800,000",7800000
Rodney Hudson,6207,C,LV,73.6,808,67.0,2015,2357,Rodney Hudson,2015,25,5,"$44,500,000",8900000
Joe Reitz,4789,T,IND,73.0,944,68.0,2015,2257,Joe Reitz,2015,27,3,"$8,000,000",2666667
Clint Boling,6253,G,CIN,73.0,1124,68.0,2015,2153,Clint Boling,2015,25,5,"$26,000,000",5200000
Austin Howard,5847,T,LV,73.0,811,68.0,2015,2443,Austin Howard,2015,27,5,"$30,000,000",6000000
Marcus Gilbert,6215,T,PIT,73.0,1212,68.0,2015,2300,Marcus Gilbert,2015,26,5,"$30,815,000",6163000
Joe Barksdale,6244,T,LAC,72.7,1121,72.0,2015,2252,Joe Barksdale,2015,26,1,"$1,095,000",1095000
Eric Fisher,7783,T,KC,72.5,982,73.0,2015,2857,Eric Fisher,2015,24,4,"$22,190,498",5547625
Stefen Wisniewski,6200,C,JAX,72.5,1059,73.0,2015,2372,Stefen Wisniewski,2015,26,1,"$2,500,000",2500000
Zach Strief,3155,T,NO,72.4,1076,75.0,2015,2748,Zach Strief,2015,31,5,"$20,000,000",4000000
Alex Mack,4944,C,CLV,71.8,1106,76.0,2015,2429,Alex Mack,2015,29,5,"$42,000,000",8400000
Larry Warford,7846,G,DET,71.7,812,77.0,2015,2942,Larry Warford,2015,23,4,"$3,075,000",768750
Eric Wood,4951,C,BUF,71.7,1077,77.0,2015,2530,Eric Wood,2015,28,4,"$25,400,000",6350000
D.J. Fluker,7792,G,LAC,71.4,868,79.0,2015,2821,D.J. Fluker,2015,24,4,"$11,402,498",2850625
Rob Havenstein,9490,T,LA,70.9,731,80.0,2015,2354,Rob Havenstein,2015,23,4,"$3,970,021",992505
Jermey Parnell,5426,T,JAX,70.5,983,81.0,2015,2250,Jermey Parnell,2015,28,5,"$32,000,000",6400000
Max Unger,4972,C,NO,70.4,1158,82.0,2015,2963,Max Unger,2015,28,4,"$25,835,000",6458750
Luke Joeckel,7784,T,JAX,70.4,901,82.0,2015,2948,Luke Joeckel,2015,23,4,"$21,201,598",5300400
Patrick Omameh,8277,G,CHI,70.2,669,84.0,2015,2983,Patrick Omameh,2015,25,3,"$1,488,000",496000
Bobby Massie,7112,T,ARZ,70.1,1107,85.0,2015,3091,Bobby Massie,2015,25,4,"$2,543,380",635845
Branden Albert,4329,T,MIA,70.0,792,86.0,2015,2449,Branden Albert,2015,30,5,"$47,000,000",9400000
Jahri Evans,3053,G,NO,69.8,805,87.0,2015,2228,Jahri Evans,2015,31,3,"$18,003,000",6001000
A.J. Cann,9500,G,JAX,69.5,862,89.0,2015,2073,A.J. Cann,2015,23,4,"$3,372,596",843149
Josh LeRibeus,7073,C,WAS,69.4,734,90.0,2015,3235,Josh LeRibeus,2015,26,4,"$2,856,324",714081
Joel Bitonio,8670,G,CLV,69.4,617,90.0,2015,2584,Joel Bitonio,2015,23,4,"$5,461,698",1365425
Laken Tomlinson,9461,G,DET,69.2,986,92.0,2015,2290,Laken Tomlinson,2015,23,4,"$8,550,244",2137561
Matt Kalil,7010,T,MIN,68.8,1076,93.0,2015,3270,Matt Kalil,2015,26,4,"$19,770,598",4942650
Sebastian Vollmer,4981,T,NE,68.8,955,93.0,2015,3020,Sebastian Vollmer,2015,30,4,"$16,750,000",4187500
Brian Winters,7853,G,NYJ,68.7,768,95.0,2015,2792,Brian Winters,2015,23,4,"$2,903,876",725969
Hugh Thornton,7867,G,IND,68.5,801,96.0,2015,2874,Hugh Thornton,2015,23,4,"$2,735,380",683845
Charles Leno Jr.,8880,T,CHI,68.5,919,96.0,2015,2474,Charles Leno Jr.,2015,23,4,"$2,266,512",566628
La'el Collins,9719,G,DAL,68.4,713,98.0,2015,2289,La'el Collins,2015,21,3,"$1,599,500",533167
Mitch Morse,9482,C,KC,68.2,922,99.0,2015,2333,Mitch Morse,2015,23,4,"$4,673,076",1168269
J.R. Sweezy,7209,G,SEA,67.4,1131,100.0,2015,3194,J.R. Sweezy,2015,26,4,"$2,156,848",539212
Vladimir Ducasse,5586,G,CHI,67.3,744,101.0,2015,2407,Vladimir Ducasse,2015,27,1,"$825,000",825000
Doug Free,3738,T,DAL,67.2,1023,102.0,2015,2198,Doug Free,2015,31,3,"$15,000,000",5000000
Louis Vasquez,5001,G,DEN,67.1,1051,103.0,2015,2946,Louis Vasquez,2015,27,4,"$23,500,000",5875000
Laurent Duvernay-Tardif,8834,G,KC,67.1,826,103.0,2015,2621,Laurent Duvernay-Tardif,2015,24,4,"$2,345,300",586325
Michael Oher,4946,T,CAR,66.1,1290,105.0,2015,2321,Michael Oher,2015,28,2,"$7,000,000",3500000
Mike Remmers,7431,T,CAR,66.1,1308,105.0,2015,2652,Mike Remmers,2015,25,2,"$1,050,000",525000
Brandon Fusco,6324,G,MIN,66.0,1082,107.0,2015,2115,Brandon Fusco,2015,26,5,"$24,250,000",4850000
Bryan Bulaga,5548,T,GB,65.9,953,108.0,2015,2127,Bryan Bulaga,2015,25,5,"$33,750,000",6750000
Josh Kline,8230,G,NE,65.8,1001,109.0,2015,2270,Josh Kline,2015,25,2,"$3,300,000",1650000
Matt Tobin,8211,G,PHI,65.0,986,110.0,2015,2961,Matt Tobin,2015,24,3,"$1,490,000",496667
Allen Barbre,3735,G,PHI,65.0,1158,110.0,2015,2082,Allen Barbre,2015,30,3,"$4,350,000",1450000
Shaq Mason,9564,G,NE,64.5,870,112.0,2015,2370,Shaq Mason,2015,21,4,"$2,723,525",680881
Joe Hawley,5641,C,TB,63.7,985,114.0,2015,2254,Joe Hawley,2015,26,2,"$3,328,125",1664063
Alex Boone,5372,G,SF,63.7,763,114.0,2015,2427,Alex Boone,2015,28,2,"$6,000,000",3000000
Xavier Su'a-Filo,8668,G,HST,63.6,697,116.0,2015,2744,Xavier Su'a-Filo,2015,24,4,"$5,551,601",1387900
Donovan Smith,9467,T,TB,62.5,1091,118.0,2015,2197,Donovan Smith,2015,21,4,"$6,068,860",1517215
Michael Schofield III,8730,T,DEN,62.4,1070,119.0,2015,2647,Michael Schofield III,2015,24,4,"$2,777,200",694300
D'Brickashaw Ferguson,2949,T,NYJ,62.3,1109,120.0,2015,3639,D'Brickashaw Ferguson,2015,31,6,"$60,000,000",10000000
Russell Bodine,8746,C,CIN,62.2,1129,121.0,2015,2682,Russell Bodine,2015,22,4,"$2,676,456",669114
Jonotthan Harrison,9132,C,IND,62.1,672,122.0,2015,2595,Jonotthan Harrison,2015,23,3,"$1,537,500",512500
Ryan Harris,3686,T,DEN,62.0,1201,123.0,2015,2361,Ryan Harris,2015,30,1,"$920,000",920000
Lyle Sendlein,4062,C,ARZ,61.9,1115,124.0,2015,2296,Lyle Sendlein,2015,31,1,"$2,000,000",2000000
David Andrews,9948,C,NE,61.5,782,125.0,2015,2181,David Andrews,2015,22,3,"$1,590,000",530000
Alejandro Villanueva,9091,T,PIT,61.4,894,126.0,2015,2079,Alejandro Villanueva,2015,26,2,"$960,000",480000
Byron Bell,6848,G,TEN,61.0,1024,127.0,2015,2130,Byron Bell,2015,26,1,"$1,500,000",1500000
Garry Gilliam,9137,T,SEA,60.9,1185,128.0,2015,2542,Garry Gilliam,2015,24,3,"$1,542,000",514000
Greg Robinson,8637,T,LA,60.8,964,129.0,2015,2547,Greg Robinson,2015,22,4,"$21,284,098",5321025
Donald Stephenson,7076,T,KC,60.7,702,130.0,2015,3160,Donald Stephenson,2015,26,4,"$2,812,500",703125
Travis Swanson,8711,C,DET,60.3,947,131.0,2015,2719,Travis Swanson,2015,24,4,"$2,956,972",739243
Mike Person,6391,C,ATL,59.4,954,132.0,2015,2323,Mike Person,2015,26,3,"$3,650,000",1216667
Kenny Wiggins,6471,G,LAC,59.4,794,132.0,2015,2611,Kenny Wiggins,2015,26,2,"$1,005,000",502500
J'Marcus Webb,5741,G,LV,59.1,1057,134.0,2015,2223,J'Marcus Webb,2015,26,1,"$745,000",745000
Breno Giacomini,4464,T,NYJ,59.0,1106,135.0,2015,2454,Breno Giacomini,2015,29,4,"$18,000,000",4500000
Andre Smith,4929,T,CIN,58.8,958,136.0,2015,2765,Andre Smith,2015,28,3,"$18,000,000",6000000
Erik Pears,2737,T,SF,58.6,1015,137.0,2015,2208,Erik Pears,2015,32,2,"$5,700,000",2850000
Zane Beadles,5570,G,JAX,58.5,1059,138.0,2015,2750,Zane Beadles,2015,28,5,"$30,000,000",6000000
T.J. Clemmings,9543,T,MIN,58.5,1077,138.0,2015,2375,T.J. Clemmings,2015,23,4,"$2,804,955",701239
Jamon Brown,9505,G,LA,58.5,531,138.0,2015,2237,Jamon Brown,2015,22,4,"$3,243,261",810815
Tim Barnes,6499,C,LA,58.3,959,141.0,2015,2382,Tim Barnes,2015,26,1,"$710,017",710017
Chris Hairston,6274,T,LAC,57.3,789,142.0,2015,2148,Chris Hairston,2015,25,1,"$685,000",685000
Cody Wallace,4421,C,PIT,56.8,1213,143.0,2015,2486,Cody Wallace,2015,30,3,"$3,480,000",1160000
Marcus Cannon,6290,T,NE,56.4,762,144.0,2015,2299,Marcus Cannon,2015,26,2,"$9,000,000",4500000
Jah Reid,6237,T,KC,56.1,742,145.0,2015,2227,Jah Reid,2015,27,3,"$10,200,000",3400000
Justin Britt,8699,G,SEA,55.4,1205,146.0,2015,2605,Justin Britt,2015,23,4,"$3,546,930",886733
Billy Turner,8702,G,MIA,55.1,771,147.0,2015,2448,Billy Turner,2015,23,4,"$3,146,500",786625
Ereck Flowers,9442,T,NYG,54.9,960,148.0,2015,2203,Ereck Flowers,2015,21,4,"$14,391,719",3597930
Gosder Cherilus,4331,T,TB,54.5,890,149.0,2015,2217,Gosder Cherilus,2015,31,2,"$7,000,000",3500000
Marshall Newhouse,5692,T,NYG,54.1,934,150.0,2015,2305,Marshall Newhouse,2015,26,2,"$3,000,000",1500000
Jason Fox,5651,T,MIA,53.5,833,151.0,2015,2242,Jason Fox,2015,26,2,"$2,500,000",1250000
Ted Larsen,5728,G,ARZ,53.3,803,152.0,2015,2712,Ted Larsen,2015,27,2,"$2,600,000",1300000
Seantrel Henderson,8871,T,BUF,51.9,592,153.0,2015,2698,Seantrel Henderson,2015,23,4,"$2,270,880",567720
John Miller,9514,G,BUF,48.0,650,154.0,2015,2260,John Miller,2015,21,4,"$2,960,120",740030
Joe Looney,7117,C,TEN,47.6,425,155.0,2015,2255,Joe Looney,2015,24,1,"$660,000",660000
Trevor Robinson,7375,C,LAC,46.1,987,156.0,2015,2393,Trevor Robinson,2015,24,2,"$1,700,000",850000
James Hurst,9001,T,BLT,45.9,569,157.0,2015,2561,James Hurst,2015,23,3,"$1,539,000",513000
Dallas Thomas,7858,G,MIA,45.5,1037,158.0,2015,2824,Dallas Thomas,2015,25,4,"$2,846,376",711594
Marcus Martin,8705,C,SF,44.1,820,159.0,2015,2628,Marcus Martin,2015,21,4,"$3,069,248",767312
Andy Gallik,9641,C,TEN,40.8,505,160.0,2015,2090,Andy Gallik,2015,23,4,"$2,381,473",595368
Marshal Yanda,3702,G,BLT,92.9,1204,1.0,2014,3527,Marshal Yanda,2014,29,5,"$32,000,000",6400000
Joe Thomas,3619,T,CLV,90.9,1059,4.0,2014,3492,Joe Thomas,2014,29,7,"$80,500,000",11500000
Evan Mathis,2296,G,PHI,90.8,603,5.0,2014,3172,Evan Mathis,2014,32,5,"$25,500,000",5100000
Travis Frederick,7812,C,DAL,89.1,1184,6.0,2014,3045,Travis Frederick,2014,23,4,"$6,870,028",1717507
Joe Staley,3644,T,SF,89.1,1060,6.0,2014,3224,Joe Staley,2014,26,6,"$44,650,000",7441667
Kevin Zeitler,7032,G,CIN,89.0,803,8.0,2014,3247,Kevin Zeitler,2014,24,4,"$7,544,200",1886050
Donald Penn,3459,T,LV,88.3,1030,9.0,2014,2520,Donald Penn,2014,30,2,"$9,600,000",4800000
Tyron Smith,6161,T,DAL,87.1,1184,10.0,2014,3590,Tyron Smith,2014,23,4,"$12,496,098",3124025
Josh Sitton,4449,G,GB,87.0,1139,11.0,2014,3500,Josh Sitton,2014,28,5,"$33,750,000",6750000
Zack Martin,8651,G,DAL,86.2,1178,12.0,2014,2749,Zack Martin,2014,23,4,"$8,967,800",2241950
T.J. Lang,5032,G,GB,85.8,1091,13.0,2014,3367,T.J. Lang,2014,26,4,"$20,800,000",5200000
Brandon Brooks,7078,G,HST,85.3,989,14.0,2014,3092,Brandon Brooks,2014,24,4,"$2,800,000",700000
Kelechi Osemele,7062,G,BLT,84.8,1076,15.0,2014,3243,Kelechi Osemele,2014,24,4,"$3,345,870",836468
Nick Mangold,2974,C,NYJ,84.6,982,16.0,2014,3547,Nick Mangold,2014,29,7,"$54,075,000",7725000
Anthony Castonzo,6174,T,IND,84.2,1373,17.0,2014,3411,Anthony Castonzo,2014,25,4,"$8,001,096",2000274
Lane Johnson,7786,T,PHI,83.4,895,18.0,2014,2940,Lane Johnson,2014,24,4,"$19,853,103",4963276
Jared Veldheer,5594,T,ARZ,82.9,1116,19.0,2014,2565,Jared Veldheer,2014,26,5,"$35,000,000",7000000
Kelvin Beachum,7229,T,PIT,82.6,1192,20.0,2014,3244,Kelvin Beachum,2014,24,4,"$2,145,896",536474
King Dunlap,4544,T,LAC,82.4,1067,21.0,2014,2931,King Dunlap,2014,28,2,"$3,700,000",1850000
Trent Williams,5529,T,WAS,82.1,886,22.0,2014,3754,Trent Williams,2014,26,6,"$60,000,000",10000000
Chance Warmack,7791,G,TEN,81.0,973,23.0,2014,2802,Chance Warmack,2014,22,4,"$12,166,652",3041663
Taylor Lewan,8646,T,TEN,80.9,355,24.0,2014,2711,Taylor Lewan,2014,23,4,"$11,485,004",2871251
Mike Iupati,5542,G,SF,80.6,949,25.0,2014,3708,Mike Iupati,2014,27,5,"$15,110,625",3022125
Duane Brown,4340,T,HST,80.2,1104,26.0,2014,3164,Duane Brown,2014,28,6,"$53,400,000",8900000
Cordy Glenn,7045,T,BUF,79.9,1047,28.0,2014,3125,Cordy Glenn,2014,24,4,"$4,865,180",1216295
Brandon Linder,8728,G,JAX,79.7,904,30.0,2014,2450,Brandon Linder,2014,22,4,"$2,789,600",697400
John Greco,4379,G,CLV,79.7,1059,30.0,2014,2906,John Greco,2014,29,4,"$6,420,000",1605000
Joel Bitonio,8670,G,CLV,79.3,1059,32.0,2014,2584,Joel Bitonio,2014,22,4,"$5,461,698",1365425
Doug Free,3738,T,DAL,79.3,704,32.0,2014,2844,Doug Free,2014,29,2,"$7,000,000",3500000
Derek Newton,6366,T,HST,78.7,1112,34.0,2014,3459,Derek Newton,2014,26,4,"$2,100,256",525064
Terron Armstead,7856,T,NO,78.6,839,35.0,2014,3034,Terron Armstead,2014,22,4,"$2,867,436",716859
Riley Reiff,7029,T,DET,78.5,1011,36.0,2014,3331,Riley Reiff,2014,25,4,"$7,993,700",1998425
Jason Kelce,6343,C,PHI,78.0,835,37.0,2014,2571,Jason Kelce,2014,26,6,"$37,500,000",6250000
David DeCastro,7640,G,PIT,77.9,1192,38.0,2014,3142,David DeCastro,2014,24,4,"$7,813,898",1953475
Ron Leary,7338,G,DAL,77.9,1116,38.0,2014,3340,Ron Leary,2014,25,3,"$1,449,000",483000
Orlando Franklin,6198,G,DEN,77.7,1170,40.0,2014,3551,Orlando Franklin,2014,26,4,"$4,356,000",1089000
Max Unger,4972,C,SEA,77.2,551,41.0,2014,2963,Max Unger,2014,27,4,"$25,835,000",6458750
Corey Linsley,8796,C,GB,76.7,1194,42.0,2014,2488,Corey Linsley,2014,22,4,"$2,405,000",601250
Zach Strief,3155,T,NO,76.4,1062,43.0,2014,2748,Zach Strief,2014,30,5,"$20,000,000",4000000
Sebastian Vollmer,4981,T,NE,76.4,1229,43.0,2014,3020,Sebastian Vollmer,2014,29,4,"$16,750,000",4187500
Maurkice Pouncey,5543,C,PIT,76.1,1185,45.0,2014,2640,Maurkice Pouncey,2014,24,5,"$44,136,625",8827325
Rodney Hudson,6207,C,KC,76.1,1012,45.0,2014,3565,Rodney Hudson,2014,25,4,"$3,506,100",876525
Jeremy Zuttah,4397,C,BLT,76.0,1209,47.0,2014,2579,Jeremy Zuttah,2014,27,3,"$12,250,000",4083333
Kyle Long,7801,G,CHI,76.0,1004,47.0,2014,2934,Kyle Long,2014,25,4,"$8,300,952",2075238
Louis Vasquez,5001,G,DEN,75.3,1200,49.0,2014,2946,Louis Vasquez,2014,26,4,"$23,500,000",5875000
D'Brickashaw Ferguson,2949,T,NYJ,75.3,1091,49.0,2014,3639,D'Brickashaw Ferguson,2014,30,6,"$60,000,000",10000000
Ryan Schraeder,8496,T,ATL,74.8,650,52.0,2014,3013,Ryan Schraeder,2014,25,3,"$1,487,000",495667
Marcus Gilbert,6215,T,PIT,74.8,824,52.0,2014,3526,Marcus Gilbert,2014,26,4,"$3,227,414",806854
Chris Myers,2417,C,HST,74.7,1106,54.0,2014,3114,Chris Myers,2014,32,4,"$25,000,000",6250000
Logan Mankins,2249,G,TB,74.7,912,54.0,2014,3521,Logan Mankins,2014,32,6,"$51,000,000",8500000
Will Montgomery,3179,C,DEN,74.7,653,54.0,2014,2736,Will Montgomery,2014,31,1,"$1,325,000",1325000
Joe Berger,2424,G,MIN,74.5,620,57.0,2014,2581,Joe Berger,2014,31,1,"$920,000",920000
Bryan Bulaga,5548,T,GB,74.4,1070,58.0,2014,3621,Bryan Bulaga,2014,24,5,"$13,245,000",2649000
Jon Asamoah,5593,G,ATL,74.4,958,58.0,2014,2591,Jon Asamoah,2014,25,5,"$22,500,000",4500000
Stefen Wisniewski,6200,C,LV,74.2,1023,60.0,2014,3576,Stefen Wisniewski,2014,25,4,"$4,135,402",1033851
Nate Solder,6169,T,NE,74.0,1261,61.0,2014,3545,Nate Solder,2014,26,4,"$8,540,492",2135123
Ryan Clady,4326,T,DEN,73.9,1132,62.0,2014,3007,Ryan Clady,2014,27,5,"$52,500,000",10500000
Eric Wood,4951,C,BUF,73.6,1061,63.0,2014,2530,Eric Wood,2014,27,4,"$25,400,000",6350000
Andrew Norwell,9126,G,CAR,73.6,831,63.0,2014,2434,Andrew Norwell,2014,22,3,"$1,542,000",514000
Demar Dotson,5410,T,TB,73.5,982,65.0,2014,2836,Demar Dotson,2014,28,3,"$4,500,000",1500000
J.R. Sweezy,7209,G,SEA,73.4,1238,67.0,2014,3194,J.R. Sweezy,2014,25,4,"$2,156,848",539212
Alex Boone,5372,G,SF,73.2,944,68.0,2014,2427,Alex Boone,2014,27,2,"$6,000,000",3000000
Kory Lichtensteiger,4422,C,WAS,73.0,1066,69.0,2014,2932,Kory Lichtensteiger,2014,28,5,"$17,500,000",3500000
Joe Barksdale,6244,T,LA,72.9,1005,70.0,2014,3489,Joe Barksdale,2014,25,4,"$2,579,800",644950
Larry Warford,7846,G,DET,72.8,787,71.0,2014,2942,Larry Warford,2014,22,4,"$3,075,000",768750
Mitchell Schwartz,7041,T,CLV,72.6,1059,72.0,2014,3297,Mitchell Schwartz,2014,24,4,"$5,170,840",1292710
